run_id,strategy,seq_len,num_peers,replication,churn_rate,seed,token_block,layer_group_size,layer_block_size,decode_steps,chunks_per_step,decode_step_latency_ms_p50,decode_step_latency_ms_p95,decode_step_latency_ms_p99,chunk_get_latency_ms_p95,chunk_success_rate,decode_step_success_rate,timeout_rate,avg_hops_per_chunk,bytes_transferred_total,useful_bytes_total,bytes_overhead_ratio,storage_amplification,peer_utilization_p50,peer_utilization_p95,eviction_events_count,recovery_repair_events_count
run_00055,token_layer_group,1024,32,1,0.05,5,32,2,,5,352,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.6722,230686720,230686720,1.0,1.0,1310720.0,4921753.6,0,48
run_00056,token_layer_group,1024,32,1,0.05,6,32,2,,5,352,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.8807,230686720,230686720,1.0,1.0,1310720.0,4096000.0,0,62
run_00057,token_layer_group,1024,32,1,0.05,7,32,2,,5,352,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.7932,230686720,230686720,1.0,1.0,1376256.0,4751360.0,0,93
run_00058,token_layer_group,1024,32,1,0.05,8,32,2,,5,352,3.45,3.45,4.45,2.0,1.0,1.0,0.0,1.533,230686720,230686720,1.0,1.0,1310720,4784128.0,0,78
run_00059,token_layer_group,1024,32,1,0.05,9,32,2,,5,352,3.45,3.45,4.45,2.0,1.0,1.0,0.0,1.6642,230686720,230686720,1.0,1.0,1310720.0,4875878.4,0,50
run_00060,token_layer_group,128,32,1,0.15,0,32,2,,5,44,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.8818,28835840,28835840,1.0,1.0,393216.0,1035468.8,0,28
run_00061,token_layer_group,128,32,1,0.15,1,32,2,,5,44,3.45,4.45,4.45,3.0,1.0,1.0,0.0,2.0455,28835840,28835840,1.0,1.0,262144,1101004.8,0,36
run_00062,token_layer_group,128,32,1,0.15,2,32,2,,5,44,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.9773,28835840,28835840,1.0,1.0,393216.0,786432.0,0,30
run_00063,token_layer_group,128,32,1,0.15,3,32,2,,5,44,2.95,4.45,4.45,3.0,1.0,1.0,0.0,1.6727,28835840,28835840,1.0,1.0,262144,773324.8,0,22
run_00064,token_layer_group,128,32,1,0.15,4,32,2,,5,44,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.9909,28835840,28835840,1.0,1.0,327680.0,655360.0,0,26
